,id,query,label,tokened,token
1601,1601,در فضای مطالعه حرف میزنند,3,"['در', 'فضای', 'مطالعه', 'حرف', 'میزنند']","['در', 'فضای', 'مطالعه', 'حرف', 'میزنند']"
1602,1602,رمز کامپیوتر ها چیه,3,"['رمز', 'کامپیوتر', 'ها', 'چیه']","['رمز', 'کامپیوتر', 'ها', 'چیه']"
1603,1603,جریمه تحویل ندادن کتاب چقدر است ,3,"['جریمه', 'تحویل', 'ندادن', 'کتاب', 'چقدر', 'است']","['جریمه', 'تحویل', 'ندادن', 'کتاب', 'چقدر', 'است']"
1604,1604,درس طراحی الگوریتم یه استاد دیگه ارائه بده,4,"['درس', 'طراحی', 'الگوریتم', 'یه', 'استاد', 'دیگه', 'ارائه', 'بده']","['درس', 'طراحی', 'الگوریتم', 'یه', 'استاد', 'دیگه', 'ارائه', 'بده']"
1605,1605,در استخر به دانشکده نزدیک تره,5,"['در', 'استخر', 'به', 'دانشکده', 'نزدیک', 'تره']","['در', 'استخر', 'به', 'دانشکده', 'نزدیک', 'تره']"
1606,1606,آخرین چاپ کتاب هوش موجود هست,3,"['آخرین', 'چاپ', 'کتاب', 'هوش', 'موجود', 'هست']","['آخرین', 'چاپ', 'کتاب', 'هوش', 'موجود', 'هست']"
1607,1607,استخر کی باز هست,5,"['استخر', 'کی', 'باز', 'هست']","['استخر', 'کی', 'باز', 'هست']"
1608,1608,چرا سامانه گلستان اینقدر کنده,4,"['چرا', 'سامانه', 'گلستان', 'اینقدر', 'کنده']","['چرا', 'سامانه', 'گلستان', 'اینقدر', 'کنده']"
1609,1609,ما باید جور نیومدن اساتید بکشیم,4,"['ما', 'باید', 'جور', 'نیومدن', 'اساتید', 'بکشیم']","['ما', 'باید', 'جور', 'نیومدن', 'اساتید', 'بکشیم']"
1610,1610,آیا کتاب جاوای دایتل در کتابخانه موجود است,3,"['آیا', 'کتاب', 'جاوای', 'دایتل', 'در', 'کتابخانه', 'موجود', 'است']","['آیا', 'کتاب', 'جاوای', 'دایتل', 'در', 'کتابخانه', 'موجود', 'است']"
1611,1611,جلوگیری از گیرهای حراست به ظاهر دانشجویان,4,"['جلوگیری', 'از', 'گیرهای', 'حراست', 'به', 'ظاهر', 'دانشجویان']","['جلوگیری', 'از', 'گیرهای', 'حراست', 'به', 'ظاهر', 'دانشجویان']"
1612,1612,آخرین مهلت حذف و اضافه کی است,1,"['آخرین', 'مهلت', 'حذف', 'و', 'اضافه', 'کی', 'است']","['آخرین', 'مهلت', 'حذف', 'و', 'اضافه', 'کی', 'است']"
1613,1613,کتاب میخواستم اهدا کنم به کتابخونه,3,"['کتاب', 'میخواستم', 'اهدا', 'کنم', 'به', 'کتابخونه']","['کتاب', 'میخواستم', 'اهدا', 'کنم', 'به', 'کتابخونه']"
1614,1614,چند سال هست که دانشکده تو این مکان فعلی قرار دارد,5,"['چند', 'سال', 'هست', 'که', 'دانشکده', 'تو', 'این', 'مکان', 'فعلی', 'قرار', 'دارد']","['چند', 'سال', 'هست', 'که', 'دانشکده', 'تو', 'این', 'مکان', 'فعلی', 'قرار', 'دارد']"
1615,1615,ساعت تردد سرویس خوابگاه,2,"['ساعت', 'تردد', 'سرویس', 'خوابگاه']","['ساعت', 'تردد', 'سرویس', 'خوابگاه']"
1616,1616,کلاس کجا هست,2,"['کلاس', 'کجا', 'هست']","['کلاس', 'کجا', 'هست']"
1617,1617,شرایط حذف اضطراری چیست,1,"['شرایط', 'حذف', 'اضطراری', 'چیست']","['شرایط', 'حذف', 'اضطراری', 'چیست']"
1618,1618,هزینه ترم تابستان چقدر می باشد,1,"['هزینه', 'ترم', 'تابستان', 'چقدر', 'می', 'باشد']","['هزینه', 'ترم', 'تابستان', 'چقدر', 'می', 'باشد']"
1619,1619,حداقل ظرفیت مرود نیاز برای تشکیل شدن کلاس چقدر است,1,"['حداقل', 'ظرفیت', 'مرود', 'نیاز', 'برای', 'تشکیل', 'شدن', 'کلاس', 'چقدر', 'است']","['حداقل', 'ظرفیت', 'مرود', 'نیاز', 'برای', 'تشکیل', 'شدن', 'کلاس', 'چقدر', 'است']"
1620,1620,سنوات تحصیلی یعنی چی,1,"['سنوات', 'تحصیلی', 'یعنی', 'چی']","['سنوات', 'تحصیلی', 'یعنی', 'چی']"
1621,1621,از سخنران های مطرح دعوت کنید سخنرانی کنن,4,"['از', 'سخنران', 'های', 'مطرح', 'دعوت', 'کنید', 'سخنرانی', 'کنن']","['از', 'سخنران', 'های', 'مطرح', 'دعوت', 'کنید', 'سخنرانی', 'کنن']"
1622,1622,حذف و اضافه اول ترم چطوریه,1,"['حذف', 'و', 'اضافه', 'اول', 'ترم', 'چطوریه']","['حذف', 'و', 'اضافه', 'اول', 'ترم', 'چطوریه']"
1623,1623,تا چه ساعتی مجاز به ورود به خوابگاهیم,2,"['تا', 'چه', 'ساعتی', 'مجاز', 'به', 'ورود', 'به', 'خوابگاهیم']","['تا', 'چه', 'ساعتی', 'مجاز', 'به', 'ورود', 'به', 'خوابگاهیم']"
1624,1624,پارکینگ کجاست,2,"['پارکینگ', 'کجاست']","['پارکینگ', 'کجاست']"
1625,1625,جلساتی برای آشنایی با حوزه کار گرایش های کارشناسی ارشد برگزار کنید,4,"['جلساتی', 'برای', 'آشنایی', 'با', 'حوزه', 'کار', 'گرایش', 'های', 'کارشناسی', 'ارشد', 'برگزار', 'کنید']","['جلساتی', 'برای', 'آشنایی', 'با', 'حوزه', 'کار', 'گرایش', 'های', 'کارشناسی', 'ارشد', 'برگزار', 'کنید']"
1626,1626,استاد اکبری درس ارایه میدهد,1,"['استاد', 'اکبری', 'درس', 'ارایه', 'میدهد']","['استاد', 'اکبری', 'درس', 'ارایه', 'میدهد']"
1627,1627,چطور می تونم چراغ های لابی رو روشن کنم,2,"['چطور', 'می', 'تونم', 'چراغ', 'های', 'لابی', 'رو', 'روشن', 'کنم']","['چطور', 'می', 'تونم', 'چراغ', 'های', 'لابی', 'رو', 'روشن', 'کنم']"
1628,1628,اتوبوس به مرکز شهر قرار دهید,4,"['اتوبوس', 'به', 'مرکز', 'شهر', 'قرار', 'دهید']","['اتوبوس', 'به', 'مرکز', 'شهر', 'قرار', 'دهید']"
1629,1629,میخوام رمز گلستان رو بازیابی کنم,1,"['میخوام', 'رمز', 'گلستان', 'رو', 'بازیابی', 'کنم']","['میخوام', 'رمز', 'گلستان', 'رو', 'بازیابی', 'کنم']"
1630,1630,چطوری درسی که نمره پیشنیازش وارد نشده بردارم,1,"['چطوری', 'درسی', 'که', 'نمره', 'پیشنیازش', 'وارد', 'نشده', 'بردارم']","['چطوری', 'درسی', 'که', 'نمره', 'پیشنیازش', 'وارد', 'نشده', 'بردارم']"
1631,1631,آیا دانشگاه به دانشجویان متاهل خوابگاه می دهد,5,"['آیا', 'دانشگاه', 'به', 'دانشجویان', 'متاهل', 'خوابگاه', 'می', 'دهد']","['آیا', 'دانشگاه', 'به', 'دانشجویان', 'متاهل', 'خوابگاه', 'می', 'دهد']"
1632,1632,صدای ناشی از تعمیرات ساختمان در کتابخانه اذیت کننده است,4,"['صدای', 'ناشی', 'از', 'تعمیرات', 'ساختمان', 'در', 'کتابخانه', 'اذیت', 'کننده', 'است']","['صدای', 'ناشی', 'از', 'تعمیرات', 'ساختمان', 'در', 'کتابخانه', 'اذیت', 'کننده', 'است']"
1633,1633,چگونه میتوانم مرخصی بگیرم,1,"['چگونه', 'میتوانم', 'مرخصی', 'بگیرم']","['چگونه', 'میتوانم', 'مرخصی', 'بگیرم']"
1634,1634,مزایای تدریس یار شدن چیست ,1,"['مزایای', 'تدریس', 'یار', 'شدن', 'چیست']","['مزایای', 'تدریس', 'یار', 'شدن', 'چیست']"
1635,1635,جریمه تاخیر کتاب چیست,3,"['جریمه', 'تاخیر', 'کتاب', 'چیست']","['جریمه', 'تاخیر', 'کتاب', 'چیست']"
1636,1636,رتبه,5,['رتبه'],['رتبه']
1637,1637,درآمد یک مهندس کامپیوتر چه قدر است,5,"['درآمد', 'یک', 'مهندس', 'کامپیوتر', 'چه', 'قدر', 'است']","['درآمد', 'یک', 'مهندس', 'کامپیوتر', 'چه', 'قدر', 'است']"
1638,1638,حالت خوبه,5,"['حالت', 'خوبه']","['حالت', 'خوبه']"
1639,1639,هر کتاب چه مدت میشه دستم باشه,3,"['هر', 'کتاب', 'چه', 'مدت', 'میشه', 'دستم', 'باشه']","['هر', 'کتاب', 'چه', 'مدت', 'میشه', 'دستم', 'باشه']"
1640,1640,بهتر است به اتاق بازی ایر هاکی اضافه کنید,4,"['بهتر', 'است', 'به', 'اتاق', 'بازی', 'ایر', 'هاکی', 'اضافه', 'کنید']","['بهتر', 'است', 'به', 'اتاق', 'بازی', 'ایر', 'هاکی', 'اضافه', 'کنید']"
1641,1641,چطور می تونم فرم اشتغال به تحصیل بگیرم,1,"['چطور', 'می', 'تونم', 'فرم', 'اشتغال', 'به', 'تحصیل', 'بگیرم']","['چطور', 'می', 'تونم', 'فرم', 'اشتغال', 'به', 'تحصیل', 'بگیرم']"
1642,1642,کجا میشه نماز خوند,2,"['کجا', 'میشه', 'نماز', 'خوند']","['کجا', 'میشه', 'نماز', 'خوند']"
1643,1643,ماشین می توان به دانشگاه آورد,5,"['ماشین', 'می', 'توان', 'به', 'دانشگاه', 'آورد']","['ماشین', 'می', 'توان', 'به', 'دانشگاه', 'آورد']"
1644,1644,نحوه دریافت کارنامه مهر شده,1,"['نحوه', 'دریافت', 'کارنامه', 'مهر', 'شده']","['نحوه', 'دریافت', 'کارنامه', 'مهر', 'شده']"
1645,1645,شماره آموزش کل چند است,2,"['شماره', 'آموزش', 'کل', 'چند', 'است']","['شماره', 'آموزش', 'کل', 'چند', 'است']"
1646,1646,شهریه هر واحد درسی در ترم تابستان چقدر است,1,"['شهریه', 'هر', 'واحد', 'درسی', 'در', 'ترم', 'تابستان', 'چقدر', 'است']","['شهریه', 'هر', 'واحد', 'درسی', 'در', 'ترم', 'تابستان', 'چقدر', 'است']"
1647,1647,ماکارونی بهتره یا پیتزا,5,"['ماکارونی', 'بهتره', 'یا', 'پیتزا']","['ماکارونی', 'بهتره', 'یا', 'پیتزا']"
1648,1648,دانشگاه زمین فوتبال داره,2,"['دانشگاه', 'زمین', 'فوتبال', 'داره']","['دانشگاه', 'زمین', 'فوتبال', 'داره']"
1649,1649,دانشکده بوفه دارد,2,"['دانشکده', 'بوفه', 'دارد']","['دانشکده', 'بوفه', 'دارد']"
1650,1650,کجا می توانم کتاب اهدا کنم,3,"['کجا', 'می', 'توانم', 'کتاب', 'اهدا', 'کنم']","['کجا', 'می', 'توانم', 'کتاب', 'اهدا', 'کنم']"
1651,1651,تحویل پروژه دی اس کجاست,2,"['تحویل', 'پروژه', 'دی', 'اس', 'کجاست']","['تحویل', 'پروژه', 'دی', 'اس', 'کجاست']"
1652,1652,چگونه می توانم غذا رزرو کنم,2,"['چگونه', 'می', 'توانم', 'غذا', 'رزرو', 'کنم']","['چگونه', 'می', 'توانم', 'غذا', 'رزرو', 'کنم']"
1653,1653,ساعت چنده,5,"['ساعت', 'چنده']","['ساعت', 'چنده']"
1654,1654,داده ی خام چه کاربردی دارد,5,"['داده', 'ی', 'خام', 'چه', 'کاربردی', 'دارد']","['داده', 'ی', 'خام', 'چه', 'کاربردی', 'دارد']"
1655,1655,نمازخانه کجاست,2,"['نمازخانه', 'کجاست']","['نمازخانه', 'کجاست']"
1656,1656,برای ثبت نام باید کجا برم,1,"['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']","['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']"
1657,1657,دانشگاه خیلی بد مسیر است,5,"['دانشگاه', 'خیلی', 'بد', 'مسیر', 'است']","['دانشگاه', 'خیلی', 'بد', 'مسیر', 'است']"
1658,1658,کجا میتوانم پرینت بگیرم,2,"['کجا', 'میتوانم', 'پرینت', 'بگیرم']","['کجا', 'میتوانم', 'پرینت', 'بگیرم']"
1659,1659,باز هم چراغ های کلاس سوخته است,4,"['باز', 'هم', 'چراغ', 'های', 'کلاس', 'سوخته_است']","['باز', 'هم', 'چراغ', 'های', 'کلاس', 'سوخته_است']"
1660,1660,نمرات میانترم را قبل از تاریخ حذف اضطراری اعلام کنید,4,"['نمرات', 'میانترم', 'را', 'قبل', 'از', 'تاریخ', 'حذف', 'اضطراری', 'اعلام', 'کنید']","['نمرات', 'میانترم', 'را', 'قبل', 'از', 'تاریخ', 'حذف', 'اضطراری', 'اعلام', 'کنید']"
1661,1661,کدام درس ها برای ترم آینده ارایه میشود,1,"['کدام', 'درس', 'ها', 'برای', 'ترم', 'آینده', 'ارایه', 'میشود']","['کدام', 'درس', 'ها', 'برای', 'ترم', 'آینده', 'ارایه', 'میشود']"
1662,1662,چه ساعاتی می شه از کتابخونه استفاده کرد,2,"['چه', 'ساعاتی', 'می', 'شه', 'از', 'کتابخونه', 'استفاده', 'کرد']","['چه', 'ساعاتی', 'می', 'شه', 'از', 'کتابخونه', 'استفاده', 'کرد']"
1663,1663,از زندگی راضی هستی,5,"['از', 'زندگی', 'راضی', 'هستی']","['از', 'زندگی', 'راضی', 'هستی']"
1664,1664,چگونه میتونم اکانت دانشگاه بسازم,3,"['چگونه', 'میتونم', 'اکانت', 'دانشگاه', 'بسازم']","['چگونه', 'میتونم', 'اکانت', 'دانشگاه', 'بسازم']"
1665,1665,خودپرداز دانشکده کجا قرار دارد ,2,"['خودپرداز', 'دانشکده', 'کجا', 'قرار', 'دارد']","['خودپرداز', 'دانشکده', 'کجا', 'قرار', 'دارد']"
1666,1666,میتونم الگوریتم رو این ترم همراه با ساختمان داده بردارم,1,"['میتونم', 'الگوریتم', 'رو', 'این', 'ترم', 'همراه', 'با', 'ساختمان', 'داده', 'بردارم']","['میتونم', 'الگوریتم', 'رو', 'این', 'ترم', 'همراه', 'با', 'ساختمان', 'داده', 'بردارم']"
1667,1667,برای ثبت نام باید کجا برم,1,"['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']","['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']"
1668,1668,رزرو کتاب چه شکلیه,3,"['رزرو', 'کتاب', 'چه', 'شکلیه']","['رزرو', 'کتاب', 'چه', 'شکلیه']"
1669,1669,کتاب فیزیک هالیدی دارین,3,"['کتاب', 'فیزیک', 'هالیدی', 'دارین']","['کتاب', 'فیزیک', 'هالیدی', 'دارین']"
1670,1670,لطفا برای کلاس ها سیستم تهویه هوا تعبیه کنید,4,"['لطفا', 'برای', 'کلاس', 'ها', 'سیستم', 'تهویه', 'هوا', 'تعبیه', 'کنید']","['لطفا', 'برای', 'کلاس', 'ها', 'سیستم', 'تهویه', 'هوا', 'تعبیه', 'کنید']"
1671,1671,درگاه اینترنتی دانشکده کامپیوتر چیه,2,"['درگاه', 'اینترنتی', 'دانشکده', 'کامپیوتر', 'چیه']","['درگاه', 'اینترنتی', 'دانشکده', 'کامپیوتر', 'چیه']"
1672,1672,چطوری انصراف از تحصیل بدم,1,"['چطوری', 'انصراف', 'از', 'تحصیل', 'بدم']","['چطوری', 'انصراف', 'از', 'تحصیل', 'بدم']"
1673,1673,کلاس درس هوش دکتر شمس فرد کجا برگزار میشه,1,"['کلاس', 'درس', 'هوش', 'دکتر', 'شمس', 'فرد', 'کجا', 'برگزار', 'میشه']","['کلاس', 'درس', 'هوش', 'دکتر', 'شمس', 'فرد', 'کجا', 'برگزار', 'میشه']"
1674,1674,همزمان چند کتاب امانت میتوان گرفت,3,"['همزمان', 'چند', 'کتاب', 'امانت', 'میتوان', 'گرفت']","['همزمان', 'چند', 'کتاب', 'امانت', 'میتوان', 'گرفت']"
1675,1675,این انتخاب واحد نیست انتصاب واحده,5,"['این', 'انتخاب', 'واحد', 'نیست', 'انتصاب', 'واحده']","['این', 'انتخاب', 'واحد', 'نیست', 'انتصاب', 'واحده']"
1676,1676,سلام کیوسک,5,"['سلام', 'کیوسک']","['سلام', 'کیوسک']"
1677,1677,فرم اشتغال به تحصیل را چگونه بگیرم,1,"['فرم', 'اشتغال', 'به', 'تحصیل', 'را', 'چگونه', 'بگیرم']","['فرم', 'اشتغال', 'به', 'تحصیل', 'را', 'چگونه', 'بگیرم']"
1678,1678,لابی دانشکده بسیار کثیف است,4,"['لابی', 'دانشکده', 'بسیار', 'کثیف', 'است']","['لابی', 'دانشکده', 'بسیار', 'کثیف', 'است']"
1679,1679,چطور می شه شناسه بهشتی گرفت,1,"['چطور', 'می', 'شه', 'شناسه', 'بهشتی', 'گرفت']","['چطور', 'می', 'شه', 'شناسه', 'بهشتی', 'گرفت']"
1680,1680,چگونه معدلمان را بیست کنیم,5,"['چگونه', 'معدلمان', 'را', 'بیست', 'کنیم']","['چگونه', 'معدلمان', 'را', 'بیست', 'کنیم']"
1681,1681,درس ها انحصاری نشوند و توسط چند استاد ارائه شوند,4,"['درس', 'ها', 'انحصاری', 'نشوند', 'و', 'توسط', 'چند', 'استاد', 'ارائه', 'شوند']","['درس', 'ها', 'انحصاری', 'نشوند', 'و', 'توسط', 'چند', 'استاد', 'ارائه', 'شوند']"
1682,1682,آیا سیستم های سایت به کابل اینترنت وصل میشوند,3,"['آیا', 'سیستم', 'های', 'سایت', 'به', 'کابل', 'اینترنت', 'وصل', 'میشوند']","['آیا', 'سیستم', 'های', 'سایت', 'به', 'کابل', 'اینترنت', 'وصل', 'میشوند']"
1683,1683,اگر در نظر سنجی شرکت نکنیم چی میشه,2,"['اگر', 'در', 'نظر', 'سنجی', 'شرکت', 'نکنیم', 'چی', 'میشه']","['اگر', 'در', 'نظر', 'سنجی', 'شرکت', 'نکنیم', 'چی', 'میشه']"
1684,1684,از کجا میشه حذف ترم کرد,1,"['از', 'کجا', 'میشه', 'حذف', 'ترم', 'کرد']","['از', 'کجا', 'میشه', 'حذف', 'ترم', 'کرد']"
1685,1685,چراغ های لابی رو از کجا می شه روشن کرد,2,"['چراغ', 'های', 'لابی', 'رو', 'از', 'کجا', 'می', 'شه', 'روشن', 'کرد']","['چراغ', 'های', 'لابی', 'رو', 'از', 'کجا', 'می', 'شه', 'روشن', 'کرد']"
1686,1686,استاد مهدیانی امتحان غیرمنطقی میگیره,4,"['استاد', 'مهدیانی', 'امتحان', 'غیرمنطقی', 'میگیره']","['استاد', 'مهدیانی', 'امتحان', 'غیرمنطقی', 'میگیره']"
1687,1687,کتابخونه رو کی اداره میکنه,3,"['کتابخونه', 'رو', 'کی', 'اداره', 'میکنه']","['کتابخونه', 'رو', 'کی', 'اداره', 'میکنه']"
1688,1688,استاد جواب اعتراضات به نمره را در گلستان نمیدهد چکار کنم,1,"['استاد', 'جواب', 'اعتراضات', 'به', 'نمره', 'را', 'در', 'گلستان', 'نمیدهد', 'چکار', 'کنم']","['استاد', 'جواب', 'اعتراضات', 'به', 'نمره', 'را', 'در', 'گلستان', 'نمیدهد', 'چکار', 'کنم']"
1689,1689,دانشکده صبح ها چه زمانی بازگشایی میشود,2,"['دانشکده', 'صبح', 'ها', 'چه', 'زمانی', 'بازگشایی', 'میشود']","['دانشکده', 'صبح', 'ها', 'چه', 'زمانی', 'بازگشایی', 'میشود']"
1690,1690,کلا باید توی دوره کارشناسی چند واحد پاس کنیم,1,"['کلا', 'باید', 'توی', 'دوره', 'کارشناسی', 'چند', 'واحد', 'پاس', 'کنیم']","['کلا', 'باید', 'توی', 'دوره', 'کارشناسی', 'چند', 'واحد', 'پاس', 'کنیم']"
1691,1691,آزمایشگاه شبکه رو پیدا نمی کنم کجاست,2,"['آزمایشگاه', 'شبکه', 'رو', 'پیدا', 'نمی', 'کنم', 'کجاست']","['آزمایشگاه', 'شبکه', 'رو', 'پیدا', 'نمی', 'کنم', 'کجاست']"
1692,1692,ترم تابستون هزینش چطوریه,1,"['ترم', 'تابستون', 'هزینش', 'چطوریه']","['ترم', 'تابستون', 'هزینش', 'چطوریه']"
1693,1693,نظرسنجی اساتید تا چه روزی مهلت داره,1,"['نظرسنجی', 'اساتید', 'تا', 'چه', 'روزی', 'مهلت', 'داره']","['نظرسنجی', 'اساتید', 'تا', 'چه', 'روزی', 'مهلت', 'داره']"
1694,1694,سنوات چیست,1,"['سنوات', 'چیست']","['سنوات', 'چیست']"
1695,1695,انجمن ها کجان,2,"['انجمن', 'ها', 'کجان']","['انجمن', 'ها', 'کجان']"
1696,1696,تعداد واحدام به حدنصاب نریسده میتونید یه چندتا درس بدید,1,"['تعداد', 'واحدام', 'به', 'حدنصاب', 'نریسده', 'میتونید', 'یه', 'چندتا', 'درس', 'بدید']","['تعداد', 'واحدام', 'به', 'حدنصاب', 'نریسده', 'میتونید', 'یه', 'چندتا', 'درس', 'بدید']"
1697,1697,میشود با خودم همراه به دانشکده بیاورم,2,"['میشود', 'با', 'خودم', 'همراه', 'به', 'دانشکده', 'بیاورم']","['میشود', 'با', 'خودم', 'همراه', 'به', 'دانشکده', 'بیاورم']"
1698,1698,آیا در این طبقه نمازخانه هست,1,"['آیا', 'در', 'این', 'طبقه', 'نمازخانه', 'هست']","['آیا', 'در', 'این', 'طبقه', 'نمازخانه', 'هست']"
1699,1699,کلاس کجاست,2,"['کلاس', 'کجاست']","['کلاس', 'کجاست']"
1700,1700,ساعت کاری آموزش دانشکده تا کی هست,2,"['ساعت', 'کاری', 'آموزش', 'دانشکده', 'تا', 'کی', 'هست']","['ساعت', 'کاری', 'آموزش', 'دانشکده', 'تا', 'کی', 'هست']"
1701,1701,اینجا در کل چند طبقه است,2,"['اینجا', 'در', 'کل', 'چند', 'طبقه', 'است']","['اینجا', 'در', 'کل', 'چند', 'طبقه', 'است']"
1702,1702,نماز خانه دانشکده کجاست,2,"['نماز', 'خانه', 'دانشکده', 'کجاست']","['نماز', 'خانه', 'دانشکده', 'کجاست']"
1703,1703,بوفه کجاست,2,"['بوفه', 'کجاست']","['بوفه', 'کجاست']"
1704,1704,دانشکده کامپیوتر چندتا دانشجو داره,2,"['دانشکده', 'کامپیوتر', 'چندتا', 'دانشجو', 'داره']","['دانشکده', 'کامپیوتر', 'چندتا', 'دانشجو', 'داره']"
1705,1705,کجا باید مسافرت کرد,5,"['کجا', 'باید', 'مسافرت', 'کرد']","['کجا', 'باید', 'مسافرت', 'کرد']"
1706,1706,لابی دانشکده کجاست,2,"['لابی', 'دانشکده', 'کجاست']","['لابی', 'دانشکده', 'کجاست']"
1707,1707,آیا برای استفاده از کتابخانه کارت دانشجویی لازم است,3,"['آیا', 'برای', 'استفاده', 'از', 'کتابخانه', 'کارت', 'دانشجویی', 'لازم', 'است']","['آیا', 'برای', 'استفاده', 'از', 'کتابخانه', 'کارت', 'دانشجویی', 'لازم', 'است']"
1708,1708,آز فیزیک کجا برگزار میشود,1,"['آز', 'فیزیک', 'کجا', 'برگزار', 'میشود']","['آز', 'فیزیک', 'کجا', 'برگزار', 'میشود']"
1709,1709,رمز عبور اولیه برای ورود به سایت چیست,3,"['رمز', 'عبور', 'اولیه', 'برای', 'ورود', 'به', 'سایت', 'چیست']","['رمز', 'عبور', 'اولیه', 'برای', 'ورود', 'به', 'سایت', 'چیست']"
1710,1710,آیا حقوق زنان ومردان باهم برابر است,5,"['آیا', 'حقوق', 'زنان', 'ومردان', 'باهم', 'برابر', 'است']","['آیا', 'حقوق', 'زنان', 'ومردان', 'باهم', 'برابر', 'است']"
1711,1711,فیلم های آموزشی هم از سایت می توان تهیه کرد,3,"['فیلم', 'های', 'آموزشی', 'هم', 'از', 'سایت', 'می', 'توان', 'تهیه', 'کرد']","['فیلم', 'های', 'آموزشی', 'هم', 'از', 'سایت', 'می', 'توان', 'تهیه', 'کرد']"
1712,1712,انتشارات دانشکده کجاست,2,"['انتشارات', 'دانشکده', 'کجاست']","['انتشارات', 'دانشکده', 'کجاست']"
1713,1713,دانشکده شب ها تا کی بازه,2,"['دانشکده', 'شب', 'ها', 'تا', 'کی', 'بازه']","['دانشکده', 'شب', 'ها', 'تا', 'کی', 'بازه']"
1714,1714,کلاس ها را حضوری نمی کنید,4,"['کلاس', 'ها', 'را', 'حضوری', 'نمی', 'کنید']","['کلاس', 'ها', 'را', 'حضوری', 'نمی', 'کنید']"
1715,1715,حقوق اساتید چقدر است,5,"['حقوق', 'اساتید', 'چقدر', 'است']","['حقوق', 'اساتید', 'چقدر', 'است']"
1716,1716,کتابخانه الکترونیکی دانشگاه با کجا لینک است,3,"['کتابخانه', 'الکترونیکی', 'دانشگاه', 'با', 'کجا', 'لینک', 'است']","['کتابخانه', 'الکترونیکی', 'دانشگاه', 'با', 'کجا', 'لینک', 'است']"
1717,1717,توزیع های لینوکسی رو باید از نت بگیرم یا یه سروری تو دانشکده راتش ,3,"['توزیع', 'های', 'لینوکسی', 'رو', 'باید', 'از', 'نت', 'بگیرم', 'یا', 'یه', 'سروری', 'تو', 'دانشکده', 'راتش']","['توزیع', 'های', 'لینوکسی', 'رو', 'باید', 'از', 'نت', 'بگیرم', 'یا', 'یه', 'سروری', 'تو', 'دانشکده', 'راتش']"
1718,1718,تصادف کردی,5,"['تصادف', 'کردی']","['تصادف', 'کردی']"
1719,1719,کی کلاسها حضوری میشن,4,"['کی', 'کلاسها', 'حضوری', 'میشن']","['کی', 'کلاسها', 'حضوری', 'میشن']"
1720,1720,سایت دانشکده کجاست,2,"['سایت', 'دانشکده', 'کجاست']","['سایت', 'دانشکده', 'کجاست']"
1721,1721,چگونه آدم موفقی باشم,5,"['چگونه', 'آدم', 'موفقی', 'باشم']","['چگونه', 'آدم', 'موفقی', 'باشم']"
1722,1722,روز های استفاده از استخر دانشگاه برای بانوان چیه,2,"['روز', 'های', 'استفاده', 'از', 'استخر', 'دانشگاه', 'برای', 'بانوان', 'چیه']","['روز', 'های', 'استفاده', 'از', 'استخر', 'دانشگاه', 'برای', 'بانوان', 'چیه']"
1723,1723,مهلت حذف تک درس تا کیه ,1,"['مهلت', 'حذف', 'تک', 'درس', 'تا', 'کیه']","['مهلت', 'حذف', 'تک', 'درس', 'تا', 'کیه']"
1724,1724,آیا می توان دروس اختیاری را از دانشکده های دیگر برداشت,1,"['آیا', 'می', 'توان', 'دروس', 'اختیاری', 'را', 'از', 'دانشکده', 'های', 'دیگر', 'برداشت']","['آیا', 'می', 'توان', 'دروس', 'اختیاری', 'را', 'از', 'دانشکده', 'های', 'دیگر', 'برداشت']"
1725,1725,دروس کاربردی بیشتری به چارت اضافه کنید,4,"['دروس', 'کاربردی', 'بیشتری', 'به', 'چارت', 'اضافه', 'کنید']","['دروس', 'کاربردی', 'بیشتری', 'به', 'چارت', 'اضافه', 'کنید']"
1726,1726,زمان آخرین کلاس قبل عید چیه,1,"['زمان', 'آخرین', 'کلاس', 'قبل', 'عید', 'چیه']","['زمان', 'آخرین', 'کلاس', 'قبل', 'عید', 'چیه']"
1727,1727,سیستم گرمایشی خرابه لطفا تعمیرش کنید,4,"['سیستم', 'گرمایشی', 'خرابه', 'لطفا', 'تعمیرش', 'کنید']","['سیستم', 'گرمایشی', 'خرابه', 'لطفا', 'تعمیرش', 'کنید']"
1728,1728,سلف دانشگاه کجاست,2,"['سلف', 'دانشگاه', 'کجاست']","['سلف', 'دانشگاه', 'کجاست']"
1729,1729,بین دو ترم فرجه داریم,1,"['بین', 'دو', 'ترم', 'فرجه', 'داریم']","['بین', 'دو', 'ترم', 'فرجه', 'داریم']"
1730,1730,تا ساعت چند میتونم در دانشکده باشم,2,"['تا', 'ساعت', 'چند', 'میتونم', 'در', 'دانشکده', 'باشم']","['تا', 'ساعت', 'چند', 'میتونم', 'در', 'دانشکده', 'باشم']"
1731,1731,چه روز هایی دانشکده تعطیل است,2,"['چه', 'روز', 'هایی', 'دانشکده', 'تعطیل', 'است']","['چه', 'روز', 'هایی', 'دانشکده', 'تعطیل', 'است']"
